#ID,03A,03B,03C,04A,04B,04C,05A,05B,05C,06A,06B,06C,07A,07B,07C,08A,08B,08C,09A,09B,09C,10A,10B,10C,11A,11B,11C,12A,12B,12C,13A,13B,13C,14A,14B,14C,Asum
D_0__Bacteria;D_1__Armatimonadetes;D_2__Fimbriimonadia,0,0,0,0,0,0,33,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,43,97
D_0__Bacteria;D_1__WPS-2;D_2__uncultured bacterium,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,6,16,4,0,25,0,0,0,0,0,0,0,85
D_0__Bacteria;D_1__PAUC34f;D_2__uncultured bacterium,38,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,76
D_0__Bacteria;D_1__Firmicutes;D_2__Limnochordia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,73
D_0__Bacteria;D_1__Kiritimatiellaeota;D_2__Kiritimatiellae,0,0,0,0,0,0,25,0,17,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,72
D_0__Bacteria;D_1__Armatimonadetes;D_2__Armatimonadia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,69
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,53
D_0__Bacteria;D_1__Gemmatimonadetes;D_2__BD2-11 terrestrial group,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,6,0,0,8,0,0,0,0,52
D_0__Bacteria;D_1__Deinococcus-Thermus;D_2__Deinococci,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,47
D_0__Bacteria;D_1__FBP;D_2__uncultured bacterium,11,0,0,0,0,0,6,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
D_0__Bacteria;D_1__Proteobacteria;__,0,0,0,0,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,37
D_0__Bacteria;D_1__LCP-89;D_2__uncultured bacterium,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
D_0__Bacteria;D_1__Poribacteria;D_2__uncultured bacterium,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
D_0__Archaea;D_1__Crenarchaeota;D_2__Thermoprotei,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
D_0__Bacteria;D_1__CK-2C2-2;__,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
D_0__Bacteria;D_1__Chloroflexi;D_2__TK17,0,0,0,0,0,0,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
D_0__Bacteria;D_1__Chloroflexi;__,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,0,0,0,0,26
D_0__Bacteria;D_1__Nitrospirae;D_2__BMS9AB35,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,17
D_0__Bacteria;D_1__Chloroflexi;D_2__OLB14,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
D_0__Bacteria;D_1__Acetothermia;D_2__Acetothermiia,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,16
D_0__Bacteria;D_1__Armatimonadetes;D_2__uncultured,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
